M	d	Method	asymp_opt_power	Trial	Value
2	100	Unweighted Stack-SVD	0.12235958115417994	65	0.20114989088904117
2	100	Unweighted Stack-SVD	0.12235958115417994	66	0.06540167055759434
2	100	Unweighted Stack-SVD	0.12235958115417994	67	0.04081566621995776
2	100	Unweighted Stack-SVD	0.12235958115417994	68	0.2763973984982059
2	100	Unweighted Stack-SVD	0.12235958115417994	69	0.35683017791513494
2	100	Unweighted Stack-SVD	0.12235958115417994	70	0.28292395936818604
2	100	Unweighted Stack-SVD	0.12235958115417994	71	0.1192784545627601
2	100	Unweighted Stack-SVD	0.12235958115417994	72	0.06895406756661714
2	100	Unweighted Stack-SVD	0.12235958115417994	73	0.22732375149537035
2	100	Unweighted Stack-SVD	0.12235958115417994	74	0.05386351324517275
2	100	Unweighted Stack-SVD	0.12235958115417994	75	0.24812238787195462
2	100	Unweighted Stack-SVD	0.12235958115417994	76	0.04964671791323578
2	100	Unweighted Stack-SVD	0.12235958115417994	77	0.08785280523063818
2	100	Unweighted Stack-SVD	0.12235958115417994	78	0.25337691471287227
2	100	Unweighted Stack-SVD	0.12235958115417994	79	0.29421202035512745
2	100	Unweighted Stack-SVD	0.12235958115417994	80	0.14403209126578506
2	100	Unweighted Stack-SVD	0.12235958115417994	81	0.2487623134707148
2	100	Unweighted Stack-SVD	0.12235958115417994	82	0.09221124045812866
2	100	Unweighted Stack-SVD	0.12235958115417994	83	0.37827997291720367
2	100	Unweighted Stack-SVD	0.12235958115417994	84	0.1252602340043018
2	100	Unweighted Stack-SVD	0.12235958115417994	85	0.38851530648620697
2	100	Unweighted Stack-SVD	0.12235958115417994	86	0.14707257643621852
2	100	Unweighted Stack-SVD	0.12235958115417994	87	0.2643158354003116
2	100	Unweighted Stack-SVD	0.12235958115417994	88	0.23167534292975725
2	100	Unweighted Stack-SVD	0.12235958115417994	89	0.1540904102587356
2	100	Unweighted Stack-SVD	0.12235958115417994	90	0.3270966524868734
2	100	Unweighted Stack-SVD	0.12235958115417994	91	0.05799747374232075
2	100	Unweighted Stack-SVD	0.12235958115417994	92	0.0023534062680197103
2	100	Unweighted Stack-SVD	0.12235958115417994	93	0.1102769474443675
2	100	Unweighted Stack-SVD	0.12235958115417994	94	0.00012061692216007681
2	100	Unweighted Stack-SVD	0.12235958115417994	95	0.08455916543687156
2	100	Unweighted Stack-SVD	0.12235958115417994	96	0.26056858506316366
2	100	Unweighted Stack-SVD	0.12235958115417994	97	4.0688314412579373e-08
2	100	Unweighted Stack-SVD	0.12235958115417994	98	0.0781415440554821
2	100	Unweighted Stack-SVD	0.12235958115417994	99	0.14792906912564815
2	100	Weighted Stack-SVD	0.13791891932487488	0	0.24515968391082882
2	100	Weighted Stack-SVD	0.13791891932487488	1	0.3158474217126901
2	100	Weighted Stack-SVD	0.13791891932487488	2	0.2572050644833226
2	100	Weighted Stack-SVD	0.13791891932487488	3	0.36163840006732845
2	100	Weighted Stack-SVD	0.13791891932487488	4	0.2314255138767908
2	100	Weighted Stack-SVD	0.13791891932487488	5	0.001486015412216752
2	100	Weighted Stack-SVD	0.13791891932487488	6	0.3773860988966294
2	100	Weighted Stack-SVD	0.13791891932487488	7	0.26416656944172634
2	100	Weighted Stack-SVD	0.13791891932487488	8	0.04855072442683719
